QueryPreyClass,family,species,species_life,Adult Image #,Juvenile Image #,Larvae image #,Ref,prey_life,life_stage,TunaDietNote,depth_shallow,depth_deep,temp_min,temp_max,temp_mean,vert_habitat,vert_habitat_ordinal,vert_other,horz_habitat,horz_habitat_ordinal,horz_other,habitat_long,habitat_combi,habitat_notes,HabSource,DemersPelag,HabitatDetail,Climate,ClimateRef, ,diel_active,diel_migrant,diel_ref,diel_url1,diel_url2,diel_note,refuge,RefugeNote,season_migrant,season_notes,season_REF,season_URL,AnaCat,body_shape,body_shape_ordinal,BShapeRatio,LminRep,LmaxRep,LAveRep,LAveCalc,LAveREF,LFrac,Lcom,Lmat,Lmax,LTypeMaxM,L_Ref,L_URL,L_URL2,L_notes,phys_defense,defense_spines,exoskeleton,ColourDisrupt,Silvering,Countershade,Photophores,gregarious,greg_note,greg_ref,greg_URL,VisualDetect,TrophicLevel,SETrophicLevel,TrophEstimate,IUCNstatus,Commercial,Recreational,Source,URL,URL2,AuthorRef, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14
Actinopterygii,Gobiidae,Rhinogobiops nicholsii,Rhinogobiops nicholsii (adult),5,0,1,NOAA; NMFS; Tim Loh; Bryan D.; realifesurvey.com; dallas world aquarium; rsearchgate,,adult,,0,106,8.3,12.8,9.8,demersal,2,,continental shelf,4,,continental shelf demersal,continental demersal,,FishBase,demersal,"Nesting occurs from April-October. Male cleans spawning site under rock, then attracts female by rising from bottom to display his black pelvic disk.",subtropical temperate,,,NA,0,,,,,1,,1,,,https://www.boem.gov/ESPIS/4/4381.pdf,NA,fusiform ,3,NA,,,,,,,NA,4.73,15,TL,,https://www.fishbase.se/summary/Rhinogobiops-nicholsii.html,https://en.wikipedia.org/wiki/Rhinogobiops,,1,6,0,,,,,small groups,Forms permanent harem groups composed of a single male and several smaller females ,,https://www.fishbase.se/summary/Rhinogobiops-nicholsii.html,,3.369999886,0.58,Species,UN,NA,0,FishBase,,,NA,,,,,,,,,,,,,
Actinopterygii,Gonatidae,Helicolenus dactylopterus,Helicolenus dactylopterus (adult),6,0,2,fishbase; FAO; NOAA,,adult,,50,1100,4,18.1,10.6,demersal,2,,continental shelf,4,,continental shelf demersal,continental demersal,,FishBase,bathydemersal,,tropical; subtropical temperate,,,NA,UN,,,,,0,,1,"Tacking in account this bathymetrical distribution, young specimens of bluemouth which inhabit between 100 and 500 m could migrate northward across the Mallorca Channel with a maximum of 500 m of depth and take advantage of the northward cool water currents","Ribas, D. et al. 2006. How does the northern Mediterranean population of Helicolenus dactylopterus dactylopterus resist fishing pressure? Elsevier.",http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.577.9561&rep=rep1&type=pdf,NA,fusiform ,3,NA,,,,,,,25,32,50,TL,,https://www.fishbase.se/summary/Helicolenus-dactylopterus.html,,,1,15,0,,,,,schooling,,,http://www.gma.org/fogm/Helicolenus_dactylopterus.htm,,3.54,0.58,Species,LC,commercial,0,FishBase,,,NA,,,,,,,,,,,,,
Actinopterygii,Kyphosidae,Medialuna californiensis,Medialuna californiensis (adult),6,0,,fishbase,,adult,,0,40,12.5,22.3,18.1,demersal,2,,reef-associated,2,,reef-associated demersal,reef-associated,"Reef-associated selected = most reef associated species in this dataset blend from demersal to mid-water column, and the fact that they occur exclusively on reef is what matters most to our analyses.",FishBase,demersal,Often occur in rocky areas and in kelp beds. Found from inshore areas to 40 m depth. Feed on seaweed and small invertebrates. Pelagic spawner,subtropical; temperate,,,NA,1,"Fishery Bulletin, Volume 74",https://books.google.com/books?id=9hBI-nYPd7wC&pg=PA707&lpg=PA707&dq=Medialuna+californiensis+vertical+migrations&source=bl&ots=1jq8Gq2xL2&sig=ACfU3U3D3kk4g9CIZND9c0yNFF_k0KM0LA&hl=en&sa=X&ved=2ahUKEwiAsLTutZXlAhUVHTQIHRH-DtAQ6AEwFHoECAoQAQ#v=onepage&q=Medialuna%20californiensis%20vertical%20migrations&f=false,,took at table 4,1,,1,adults migrate from salt water into fresh water beginning in late February and stays to spawn in the summer months.,,https://www.wildlife.ca.gov/Fishing/Ocean/Fish-ID/Sportfish/Other-Fishes,NA,fusiform ,3,NA,,,,,,,NA,19.05,48,TL,,https://www.fishbase.se/summary/Medialuna-californiensis.html,https://www.wildlife.ca.gov/Fishing/Ocean/Fish-ID/Sportfish/Other-Fishes,,1,10,0,,,,,schooling,,,http://www.aquariumofpacific.org/onlinelearningcenter/species/halfmoon,,2.67,0.22,Species,LC,NA,1,FishBase,,,NA,,,,,,,,,,,,,
Actinopterygii,Labridae,Halichoeres nicholsi,Halichoeres nicholsi (adult),6,3,0,fishbase,,adult,,3,53,20.6,28.5,25.9,demersal,2,,reef-associated,2,,reef-associated demersal,reef-associated,"Reef-associated selected = most reef associated species in this dataset blend from demersal to mid-water column, and the fact that they occur exclusively on reef is what matters most to our analyses.",FishBase,reef-associated,,subtropical; tropical,,,NA,UN,,,,,1,,0,Reef-associated,,,NA,fusiform ,3,NA,,,,,,,20,NA,38,TL,,https://www.fishbase.se/summary/Halichoeres-nicholsi.html,,,1,9,0,,,,,solitary; pairs,adults are solitary but juveniles form aggregations. distinct pairing during breeding,,https://www.fishbase.se/summary/Halichoeres-nicholsi.html,,4,0.61,Species,LC,NA,0,FishBase,,,NA,,,,,,,,,,,,,
Actinopterygii,Lotidae,Gaidropsarus vulgaris,Gaidropsarus vulgaris (adult),6,0,1,fishbase; FAO; NOAA,,adult,,20,120,7.1,12.6,9.6,demersal,2,,continental shelf,4,,continental shelf demersal,continental demersal,,FishBase,demersal,,subtropical temperate,,,NA,0,,https://www.fishbase.se/summary/1876,,,1,,0,,,https://www.fishbase.se/summary/1876,NA,elongated,2,NA,,,,,,,25,27,65,TL,"Morato, T., Afonso, P., Santos, R. S., Krug, H. M., & Nash, R. D. M. (2003). The reproduction, age and growth of the spotted rockling. Journal of fish biology, 62(6), 1450-1455.",https://www.fishbase.se/summary/Gaidropsarus-vulgaris.html,https://doi-org.login.ezproxy.library.ualberta.ca/10.1046/j.1095-8649.2003.00111.x,,0,0,0,,,,,solitary,,,https://www.glaucus.org.uk/Rockling.htm,,3.47,0.37,Species,LC,minor commercial,0,FishBase,,,NA,,,,,,,,,,,,,
Actinopterygii,Melamphaidae,Melamphaes lugubris,Melamphaes lugubris (adult),3,0,2,fishbase; FAO; NOAA,,adult,,50,3400,1.1,7,3.7,mesopelagic,6,epipelagic,oceanic,6,,oceanic mesopelagic,mesopelagic,Mesopelagic selected = the most common portion of the water column it is found,FishBase,bathypelagic,"In the sub-arctic region, young may be found at depths between 50-300 m while older individuals occur at depths between 200-500 m (Ref. 6885). Further south, in the transition zone, young are found from 200-300 m and older individuals between 200-500 m",subtropical temperate,,,NA,1,"Davison, P. (2011). The specific gravity of mesopelagic fish from the northeastern Pacific Ocean and its implications for acoustic backscatter. ICES Journal of Marine Science, 68(10), 2064-2074.",https://doi-org.login.ezproxy.library.ualberta.ca/10.1093/icesjms/fsr140,,,0,,UN,,,,NA,fusiform ,3,NA,,,,,,,NA,4,8.5,SL,,https://www.fishbase.se/summary/Melamphaes-lugubris.html,https://books.google.com/books?id=JMqJDwAAQBAJ&pg=PA425&lpg=PA425&dq=Melamphaes+lugubris+mature+length&source=bl&ots=QlCIB2ANn4&sig=ACfU3U3zmAq9qjv2SsdVWlxE4We9eI0Q7g&hl=en&sa=X&ved=2ahUKEwjzgZqRtZXlAhWJJTQIHT9LCP8Q6AEwDXoECAgQAQ#v=onepage&q=Melamphaes%20lugubris%20mature%20length&f=false,,1,4,0,,,,,UN,,,https://www.fishbase.se/summary/Melamphaes-lugubris.html,,3.8,0.2,Relatives,UN,NA,0,FishBase,,,NA,,,,,,,,,,,,,
Actinopterygii,Melamphaidae,Scopelogadus mizolepis bispinosus,Scopelogadus mizolepis bispinosus (adult),6,0,2,"NOAA; NMFS; Aldo Baldeon Hernandez; Busse, K.; Shao, K.T.; SeaFIC; Bearez, P.",,adult,,200,4000,NA,NA,NA,mesopelagic,6,bathypelagic,oceanic,6,,oceanic mesopelagic,mesopelagic,Mesopelagic selected = the most common portion of the water column it is found,FishBase,mesopelagic,,temperate; subtropical; tropical,,,NA,1,"Davison, P. (2011). The specific gravity of mesopelagic fish from the northeastern Pacific Ocean and its implications for acoustic backscatter. ICES Journal of Marine Science, 68(10), 2064-2074.",https://doi-org.login.ezproxy.library.ualberta.ca/10.1093/icesjms/fsr140,,didnt have the sub species name where it said diel mig,0,,0,"literature only discusses vertical migrations, so this is an assumption that they dont seasonally migrate",,,NA,fusiform ,3,NA,,,,,,,NA,NA,11,TL,,https://www.fishbase.se/summary/Scopelogadus-bispinosus.html,,,1,3,0,,,,,UN,,,,,3.5,0.5,Food Items,UN,NA,NA,FishBase,,,NA,,,,,,,,,,,,,
Actinopterygii,Merlucciidae,Merluccius productus,Merluccius productus (adult),6,0,0,fishbase,,adult,,0,1000,7,12.6,8.6,benthopelagic,4,,continental shelf,4,,continental shelf benthopelagic,benthopelagic,,FishBase,pelagic-neritic,"Wiki notes: It is a migratory offshore fish and undergoes a daily vertical migration from the surface to the seabed at depths down to about 1,000 m (3,300 ft). FishBase: Inhabit oceanic and coastal areas, but mainly on the continental shelf (Ref. 1371). Although often classified as demersal, the distribution and behavior suggest a largely pelagic existence (Ref. 1371). Adults live in large schools in waters overlying the continental shelf and slope except during the spawning season when they are found several hundred miles seaward (Ref. 1371). A nocturnal feeder (Ref. 6885) that feed on a variety of fishes and invertebrates (Ref. 1371). Important prey for sea lions and small cetaceans (Ref. 2850); also prey of dogfish (Ref. 11384).",subtropical temperate,,,nocturnal,1,"Alton, M.S., and M.O. Nelson. 1970. Food of the Pacific hake, Merluccius productu~, in Washington and northern Oregon coastal waters. U.S. Fish wildl. Serv., Circ. 332:35-42.",,,Hake undertake die! vertical migrations,0,,1,Migrate seaward to spawn. ,,,NA,elongated,2,6.320887422,,,,,,,60,NA,91,TL,,https://www.fishbase.se/summary/Merluccius-productus.html,,,1,1,0,,,,,schooling,,,https://www.fishbase.se/summary/Merluccius-productus.html,,4.35,0.69,Species,LC,highly commercial,0,FishBase,,,NA,,,,,,,,,,,,,
Actinopterygii,Mugilidae,Mugil cephalus,Mugil cephalus (adult),6,4,2,fishbase,,adult,,0,120,11.3,27.9,23.2,epipelagic,5,benthopelagic,coastal,3,,coastal epipelagic,coastal epipelagic,Coastal epipelagic selected = most commonly occurs midwater over continental shelf waters,FishBase,benthopelagic,"Adults are found in coastal waters (Ref. 2850, 44894, 57400), often entering estuaries and rivers (Ref. 2847, 3573, 11230, 44894, 57400), sometimes far-up-river, lagoons and hypersaline environments (Ref. 57400). They are usually in schools over sand or mud bottom (Ref. 2850), between 0 and 10 m, occurring equally in tropical, subtropical and temperate waters (Project MUGIL). They are mainly diurnal, feeding on detritus, micro-algae and benthic organisms (Ref. 56548, 74902, 74760). Juveniles feed on zooplankton until about 3.0 cm SL (Ref. 59043). Reproduction takes place at sea, at various times of the year depending on the location (Ref. 74907, Amour). Adults form schools and migrate offshore to spawn and developing larvae migrate back inshore",tropical; subtropical; temperate,,,Diurnal,0,,,,,0,,1,Catadromous. Migrate offshore to spawn. ,,,catadromous,fusiform ,3,NA,,,,,,,50,35.4,100,SL,,https://www.fishbase.se/summary/Mugil-cephalus.html,,,1,8,0,,,,,schooling,,,https://www.fishbase.se/summary/Mugil-cephalus.html,,2.48,0.17,Species,LC,highly commercial,1,FishBase,,,NA,,,,,,,,,,,,,
Actinopterygii,Myctophidae,Benthosema glaciale,Benthosema glaciale (adult),6,1,0,fishbase,,adult,,0,1407,1.6,12.8,5.1,mesopelagic,6,epipelagic,oceanic,6,,oceanic mesopelagic,mesopelagic,Mesopelagic selected = the most common portion of the water column it is found,FishBase,pelagic-oceanic,"High-oceanic, mesopelagic at depths between 375-800 m during daytime and 12-200 m during night. Depth range from 0-850 m (Ref. 4479) and from 541-1085 m in the eastern Ionian Sea (Ref. 56504)",tropical; subtropical; polar temperate,,,nocturnal(feeding at night),1,,https://www.fishbase.se/summary/Benthosema-glaciale.html,,"High-oceanic, mesopelagic at depths between 375-800 m during daytime and 12-200 m during night. Depth range from 0-850 m ",0,,1,"Many myctophids undertake extended seasonal north–south migrations between feeding and spawning grounds, as seen in epipelagic fishes",,https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/lanternfish,non-migratory,fusiform ,3,NA,,,,,,,NA,4.75,10.3,SL,"Gjøsæter, J. (1981). Growth, production and reproduction of the myctophid fish Benthosema glaciale from western Norway and adjacent seas.",https://www.fishbase.se/summary/Benthosema-glaciale.html,https://imr.brage.unit.no/imr-xmlui/bitstream/handle/11250/114508/sh_vol17_03(2)_1981.pdf?sequence=1,Average of an estimated range of SL for 50% maturity,0,0,0,,,,,schooling,,,https://imr.brage.unit.no/imr-xmlui/bitstream/handle/11250/114452/sh_vol17_06(1)_1981.pdf?sequence=1,,2.99,0.29,Species,LC,of potential interest,0,FishBase,,,NA,,,,,,,,,,,,,
Actinopterygii,Myctophidae,Ceratoscopelus maderensis,Ceratoscopelus maderensis (adult),4,1,0,fishbase,,adult,,51,1480,2.7,14.2,8.6,mesopelagic,6,,oceanic,6,,oceanic mesopelagic,mesopelagic,,FishBase,bathypelagic,,subtropical; tropical; temperate,,,NA,1,,https://www.fishbase.se/summary/Ceratoscopelus-maderensis.html,,"High-oceanic, schooling, found between 650-700 m during the day and between 51-250 m at night with size stratification with depth",0,,1,Oceanodromous,,,oceanodromous,elongated,2,NA,,,,,,,NA,5.1,8.1,SL,"Real Garcia, E., Bernal, A., Olivar, M. P., Molí Ferrer, B., & Morales-Nin, B. (2014). Growth patterns of the dominant lanternfish Ceratoscopelus maderensis (Pisces: Myctophidae) from the western Mediterranean.",https://www.fishbase.se/summary/Ceratoscopelus-maderensis.html,https://www.researchgate.net/publication/266735619_Growth_patterns_of_the_dominant_lanternfish_Ceratoscopelus_maderensis_Lowe_1939_from_the_western_Mediterranean,An average between two maturity sizes given for different habitats. Mediterranean = 4cm. Atlantic = 6.2cm,0,0,0,,,,,schooling,,,https://www.fishbase.se/summary/Ceratoscopelus-maderensis.html,,3.05,0.21,Species,LC,NA,0,FishBase,,,NA,,,,,,,,,,,,,
Actinopterygii,Myctophidae,Ceratoscopelus townsendi,Ceratoscopelus townsendi (adult),2,1,0,fishbase,,adult,,100,500,8.8,22.4,15.2,mesopelagic,6,,oceanic,6,,oceanic mesopelagic,mesopelagic,,FishBase,bathypelagic,,subtropical; tropical; temperate,,,NA,1,,https://www.fishbase.se/summary/Ceratoscopelus-townsendi.html,,"Bathypelagic at 0-200 m at night, 425-1500 m during day",0,,1,"Many myctophids undertake extended seasonal north–south migrations between feeding and spawning grounds, as seen in epipelagic fishes",,https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/lanternfish,NA,elongated,2,NA,,,,,,,NA,NA,18.4,TL,,https://www.fishbase.se/summary/Ceratoscopelus-townsendi.html,,,0,0,0,,,,,schooling,based it off of the previous species,,,,3.5,0.5,Species,LC,NA,0,FishBase,,,NA,,,,,,,,,,,,,
Actinopterygii,Myctophidae,Ceratoscopelus warmingii,Ceratoscopelus warmingii (adult),5,1,0,fishbase,,adult,,391,2056,3,8.8,5.5,mesopelagic,6,,oceanic,6,,oceanic mesopelagic,mesopelagic,,FishBase,mesopelagic,,temperate; subtropical; tropical,,,NA,1,,https://www.fishbase.se/summary/Ceratoscopelus-warmingii.html,,"oceanic species found between 700 and 1,500 m during the day; between 20 and 200 m at night ",0,,1,,,,NA,elongated,2,NA,,,,,,,NA,NA,8.1,SL,,https://www.fishbase.se/summary/Ceratoscopelus-warmingii.html,,,0,0,0,,,,,schooling,based it off of the previous species,,,,3.4,0.53,Food Items,LC,NA,0,FishBase,,,NA,,,,,,,,,,,,,
Actinopterygii,Myctophidae,Diaphus luetkeni,Diaphus luetkeni (adult),3,0,0,fishbase,,adult,,40,750,11,21.4,14.8,mesopelagic,6,,oceanic,6,,oceanic mesopelagic,mesopelagic,,FishBase,bathypelagic,,tropical; subtropical; temperate,,,NA,1,"Wang, X., Zhang, J., Zhao, X., Chen, Z., Ying, Y., Li, Z., ... & Zhou, M. (2019). Vertical distribution and diel migration of mesopelagic fishes on the northern slope of the South China sea. Deep Sea Research Part II: Topical Studies in Oceanography.",https://doi.org/10.1016/j.dsr2.2019.05.009,,,0,,1,,,,oceanodromous,elongated,2,NA,,,,,,,NA,NA,6,SL,,https://www.fishbase.se/summary/Diaphus-luetkeni.html,,,0,0,0,,,,,schooling,,,https://imr.brage.unit.no/imr-xmlui/bitstream/handle/11250/114452/sh_vol17_06(1)_1981.pdf?sequence=1,,3.78,0.55,Species,LC,NA,0,FishBase,,,NA,,,,,,,,,,,,,
Actinopterygii,Myctophidae,Diaphus theta,Diaphus theta (adult),2,0,1,fishbase; FAO; NOAA,,adult,,10,3400,4.8,15.3,7.9,mesopelagic,6,epipelagic; bathypelagic,oceanic,6,,oceanic mesopelagic,mesopelagic,Mesopelagic selected = the most common portion of the water column it is found,FishBase,bathypelagic,,subtropical temperate; tropical,,,NA,1,"Davison, P. (2011). The specific gravity of mesopelagic fish from the northeastern Pacific Ocean and its implications for acoustic backscatter. ICES Journal of Marine Science, 68(10), 2064-2074.",https://doi-org.login.ezproxy.library.ualberta.ca/10.1093/icesjms/fsr140,,,0,,1,Southward spawning migration,Moku 2003 (https://link.springer.com/article/10.1007/s102280300007) ,,NA,fusiform ,3,NA,,,,,,,NA,5.5,11.4,TL,"Moku, M., & Kawaguchi, K. (2008). Chemical composition of three dominant myctophid fish, Diaphus theta, Stenobrachius leucopsarus, and S. nannochir, in the subarctic and transition waters of the western North Pacific. Journal of the Marine Biological Association of the United Kingdom, 88(4), 843-846.",https://www.fishbase.se/summary/Diaphus-theta.html,https://doi.org/10.1017/S002531540800132X,,0,0,0,,,,,schooling,,,https://imr.brage.unit.no/imr-xmlui/bitstream/handle/11250/114452/sh_vol17_06(1)_1981.pdf?sequence=1,,3.19,0.118,Species,LC,NA,0,FishBase,,,NA,,,,,,,,,,,,,
Actinopterygii,Myctophidae,Electrona rissoi,Electrona rissoi (adult),6,0,1,fishbase; FAO; NOAA,,adult,,90,1485,NA,NA,NA,mesopelagic,6,epipelagic,oceanic,6,,oceanic mesopelagic,mesopelagic,Mesopelagic selected = the most common portion of the water column it is found,FishBase,mesopelagic,,temperate; subtropical; tropical,,,NA,1,,https://www.fishbase.se/summary/Electrona-risso.html,,"Oceanic, found between 225-750 m during the day and between 90-375 m (juveniles) and 450-550 m (adults) at night.",0,,1,Spawning Summer to Fall in Mediterranean ,,,NA,elongated,2,NA,,,,,,,NA,5.8,8.2,SL,,https://www.fishbase.se/summary/Electrona-risso.html,,,0,0,0,,,,,schooling,,,https://imr.brage.unit.no/imr-xmlui/bitstream/handle/11250/114452/sh_vol17_06(1)_1981.pdf?sequence=1,,3.4,0.45,Food Items,LC,NA,NA,FishBase,,,NA,,,,,,,,,,,,,
Actinopterygii,Myctophidae,Lampanyctus alatus,Lampanyctus alatus (adult),2,0,1,fishbase; FAO; NOAA,,adult,,40,1500,6.2,16.8,10.6,mesopelagic,6,,oceanic,6,,oceanic mesopelagic,mesopelagic,,FishBase,bathypelagic,,tropical; subtropical; temperate,,,NA,1,,https://www.fishbase.se/summary/Lampanyctus-alatus.html,,"found between 275-1,000 m during the day; between 40-275 m at night with maximum abundance between 50-100 m ",0,,1,Oceanodromous,,,oceanodromous,elongated,2,NA,,,,,,,NA,NA,6.1,SL,,https://www.fishbase.se/summary/Lampanyctus-alatus.html,,,0,0,0,,,,,schooling,,,https://imr.brage.unit.no/imr-xmlui/bitstream/handle/11250/114452/sh_vol17_06(1)_1981.pdf?sequence=1,,3.22,0.32,Species,LC,NA,0,FishBase,,,NA,,,,,,,,,,,,,
Actinopterygii,Myctophidae,Lampanyctus crocodilus,Lampanyctus crocodilus (adult),4,0,1,fishbase; FAO; NOAA,,adult,,0,1200,3.4,14.6,7.9,bathypelagic,7,,oceanic,6,,oceanic bathypelagic,bathypelagic,,FishBase,bathypelagic,,subtropical; polar; temperate,,,NA,1,,https://www.fishbase.se/summary/Lampanyctus-crocodilus.html,,"High-oceanic, between 700-1,000 m during the day (with juveniles in the upper 200 m) and 45-250 m and 4000-1,000 m at night",0,,1,Migrate to deeper depths in the summer and autumn. ,Fanelli et al. 2014 (https://onlinelibrary.wiley.com/doi/full/10.1111/jfb.12378) ,,oceanodromous,elongated,2,NA,,,,,,,NA,10,30,SL,"Fanelli, E., Papiol, V., Cartes, J. E., & Rodriguez‐Romeu, O. (2014). Trophic ecology of Lampanyctus crocodilus on north‐west Mediterranean Sea slopes in relation to reproductive cycle and environmental variables. Journal of fish biology, 84(6), 1654-1688.",https://www.fishbase.se/summary/Lampanyctus-crocodilus.html,https://doi-org.login.ezproxy.library.ualberta.ca/10.1111/jfb.12378,,0,0,0,,,,,schooling,,,https://imr.brage.unit.no/imr-xmlui/bitstream/handle/11250/114452/sh_vol17_06(1)_1981.pdf?sequence=1,,3.22,0.39,Species,LC,of potential interest,0,FishBase,,,NA,,,,,,,,,,,,,
Actinopterygii,Myctophidae,Lampanyctus intricarius,Lampanyctus intricarius (adult),3,0,1,fishbase; FAO; NOAA,,adult,,40,750,6.8,15.4,10.3,mesopelagic,6,,oceanic,6,,oceanic mesopelagic,mesopelagic,,FishBase,bathypelagic,,tropical; subtropical; temperate; polar,,,NA,1,,https://www.fishbase.se/summary/Lampanyctus-intricarius.html,,Found between 550-750 m during the day; between 40-550 m at night (juveniles are most abundant in 75 m depth).,0,,1,Oceanodromous,,,oceanodromous,elongated,2,NA,,,,,,,NA,NA,20,SL,,https://www.fishbase.se/summary/Lampanyctus-intricarius.html,,,0,0,0,,,,,schooling,,,https://imr.brage.unit.no/imr-xmlui/bitstream/handle/11250/114452/sh_vol17_06(1)_1981.pdf?sequence=1,,3.4,0.45,Species,LC,NA,0,FishBase,,,NA,,,,,,,,,,,,,
Actinopterygii,Myctophidae,Lampanyctus mexicanus,Lampanyctus mexicanus (adult),0,0,,,,adult,,NA,NA,NA,NA,NA,mesopelagic,6,,oceanic,6,,oceanic mesopelagic,mesopelagic,,FishBase,mesopelagic,,NA,,,NA,1,Holton AA (1969) Feedingbehaviour of a vertically migrating lanternfish. Pacif Sci 23: 325-331,https://scholarspace.manoa.hawaii.edu/bitstream/10125/3388/v23n3-325-331.pdf,,see figure 4 and 5,0,,UN,,,,NA,elongated,2,NA,,,,,,,NA,NA,NA,NA,,,,,0,0,0,,,,,schooling,,,https://imr.brage.unit.no/imr-xmlui/bitstream/handle/11250/114452/sh_vol17_06(1)_1981.pdf?sequence=1,,3.4,0.45,Genus,UN,NA,NA,FishBase,,,NA,,,,,,,,,,,,,
Actinopterygii,Myctophidae,Lobianchia gemellarii,Lobianchia gemellarii (adult),6,0,1,fishbase; FAO; NOAA,,adult,,25,800,7.2,21.5,13.7,mesopelagic,6,,oceanic,6,,oceanic mesopelagic,mesopelagic,,FishBase,bathypelagic,"High-oceanic and mesopelagic (Ref. 4066), found between 300-800 m during the day and between 25-100 m (juveniles 14-22 mm) and 200-300 (adults 50-56 mm) at night (Ref. 4479). Size stratification with depth both day and night (Ref. 4775).",tropical; subtropical; temperate,,,NA,1,,https://www.fishbase.se/summary/Lobianchia-gemellarii.html,,found between 300-800 m during the day and between 25-100 m (juveniles 14-22 mm) and 200-300,0,,1,Oceanodromous,,,oceanodromous,elongated,2,NA,,,,,,,NA,NA,6,SL,,https://www.fishbase.se/summary/Lobianchia-gemellarii.html,,,0,0,0,,,,,schooling,size stratification with depth both day and night,,https://www.fishbase.se/summary/Lobianchia-gemellarii.html,,3,0,Species,LC,NA,0,FishBase,,,NA,,,,,,,,,,,,,
Actinopterygii,Myctophidae,Myctophum punctatum,Myctophum punctatum (adult),5,0,1,fishbase; FAO; NOAA,,adult,,0,1000,3.4,14.6,7.9,mesopelagic,6,epipelagic,oceanic,6,,oceanic mesopelagic,mesopelagic,Mesopelagic selected = the most common portion of the water column it is found,FishBase,bathypelagic,"High-oceanic, mesopelagic (Ref. 4479). Nyctoepipelagic at the surface and down to 125 m and found between 225-750 m during the day ",tropical; subtropical; polar temperate,,,NA,1,"Silva, M. A. (1999). Diet of common dolphins, Delphinus delphis, off the Portuguese continental coast. Journal of the Marine Biological Association of the United Kingdom, 79(3), 531-540.",https://doi-org.login.ezproxy.library.ualberta.ca/10.1017/S0025315498000654,,paper said Myctophum sp. so I'm not sure if it would be this specific species,0,,1,Oceanodromous,,,oceanodromous,elongated,2,NA,,,,,,,NA,,11,SL,,https://www.fishbase.se/summary/Myctophum-punctatum.html,,,0,0,0,,,,,schooling,,,https://imr.brage.unit.no/imr-xmlui/bitstream/handle/11250/114452/sh_vol17_06(1)_1981.pdf?sequence=1,,3.390000105,0.3887,Species,LC,NA,0,FishBase,,,NA,,,,,,,,,,,,,
Actinopterygii,Myctophidae,Nannobrachium regale,Nannobrachium regale (adult),4,0,1,fishbase; FAO; NOAA,,adult,,772,3400,2,3.1,2.4,mesopelagic,6,epipelagic,oceanic,6,,oceanic mesopelagic,mesopelagic,Mesopelagic selected = the most common portion of the water column it is found,FishBase,bathypelagic,Epipelagic to mesopelagic (Ref. 31442); minimum depth of occurrence is 500 m upon reaching about 5 cm length ,subtropical temperate,,,NA,0,"Davison, P. (2011). The specific gravity of mesopelagic fish from the northeastern Pacific Ocean and its implications for acoustic backscatter. ICES Journal of Marine Science, 68(10), 2064-2074.",https://doi-org.login.ezproxy.library.ualberta.ca/10.1093/icesjms/fsr140,,,0,,1,"Many myctophids undertake extended seasonal north–south migrations between feeding and spawning grounds, as seen in epipelagic fishes",,https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/lanternfish,NA,elongated,2,NA,,,,,,,NA,NA,21,TL,,https://www.fishbase.se/summary/Nannobrachium-regale.html,,,0,0,0,,,,,schooling,,,https://imr.brage.unit.no/imr-xmlui/bitstream/handle/11250/114452/sh_vol17_06(1)_1981.pdf?sequence=1,,3.2,0.4,Species,UN,NA,0,FishBase,,,NA,,,,,,,,,,,,,
Actinopterygii,Myctophidae,Nannobrachium ritteri,Nannobrachium ritteri (adult),4,0,1,fishbase; FAO; NOAA,,adult,,20,1095,5.4,9.7,7.1,mesopelagic,6,epipelagic,oceanic,6,,oceanic mesopelagic,mesopelagic,Mesopelagic selected = the most common portion of the water column it is found,FishBase,bathypelagic,Epipelagic to mesopelagic,tropical; subtropical; temperate,,,NA,1,"Davison, P. (2011). The specific gravity of mesopelagic fish from the northeastern Pacific Ocean and its implications for acoustic backscatter. ICES Journal of Marine Science, 68(10), 2064-2074.",https://doi-org.login.ezproxy.library.ualberta.ca/10.1093/icesjms/fsr140,,,0,,1,"Many myctophids undertake extended seasonal north–south migrations between feeding and spawning grounds, as seen in epipelagic fishes",,https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/lanternfish,NA,elongated,2,NA,,,,,,,NA,NA,12,SL,,https://www.fishbase.se/summary/Nannobrachium-ritteri.html,,,0,0,0,,,,,schooling,,,https://imr.brage.unit.no/imr-xmlui/bitstream/handle/11250/114452/sh_vol17_06(1)_1981.pdf?sequence=1,,3.37,0.45,Species,UN,NA,0,FishBase,,,NA,,,,,,,,,,,,,
